order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDK01029,2021-08-22,15:46:28,Lunch,BK,"[('Steak', 9), ('Burger', 8)]",653.0,-37.8225056,144.9556357,0,8.687,17.9127366
ORDY05724,2021-08-19,15:36:20,Lunch,TP,"[('Salad', 8), ('Fries', 9), ('Burger', 9)]",524.6,-37.8156236,144.9581195,0,8.191,11.9229732
ORDY03711,2021-01-31,09:00:50,Breakfast,TP,"[('Eggs', 2), ('Coffee', 9)]",91.5,-37.7989222,144.977281,0,10.282,14.3317857
ORDB06262,2021-06-15,13:24:30,Lunch,TP,"[('Fries', 10), ('Salad', 2), ('Burger', 9)]",433.4,-37.8214382,144.9456191,0,9.11,12.2179763
ORDI09059,2021-10-17,17:38:01,Dinner,NS,"[('Pasta', 9), ('Salmon', 4), ('Shrimp', 8)]",843.5,-37.8098082,144.9930308,0,8.843,16.6592384
ORDK04329,2021-04-02,11:02:32,Breakfast,BK,"[('Coffee', 3), ('Pancake', 7), ('Cereal', 8), ('Eggs', 10)]",542.25,-37.8051976,144.9944969,0,5.073,9.6378183
ORDZ10377,2021-04-20,11:32:57,Breakfast,NS,"[('Cereal', 3), ('Coffee', 8)]",104.0,-37.8194114,144.9324236,0,10.885,16.137759
ORDB10773,2021-08-30,15:56:37,Lunch,TP,"[('Burger', 5), ('Steak', 2)]",245.0,-37.8211126,144.9472811,0,8.996,12.5777051
ORDX08987,2021-05-20,12:33:48,Lunch,BK,"[('Chicken', 2), ('Steak', 10), ('Fries', 3), ('Burger', 9), ('Salad', 5)]",915.0,-37.814417,144.9388882,0,9.822,15.7958063
ORDJ01999,2021-05-31,12:54:05,Lunch,TP,"[('Chicken', 1), ('Fries', 6), ('Steak', 10), ('Salad', 9)]",708.8,-37.8074005,144.9424252,0,10.187,13.8977307
ORDJ07229,2021-07-17,14:25:21,Lunch,TP,"[('Salad', 5), ('Fries', 2), ('Burger', 7), ('Steak', 5)]",552.0,-37.8152153,144.9749471,0,8.451,13.606427
ORDI08636,2021-09-10,16:16:54,Dinner,NS,"[('Pasta', 4), ('Salmon', 3), ('Shrimp', 5), ('Fish&Chips', 1)]",538.0,-37.8206287,144.9707674,0,8.777,15.1653011
ORDC04354,2021-08-17,15:36:20,Lunch,NS,"[('Salad', 5), ('Fries', 8), ('Steak', 4)]",362.0,-37.7997643,144.935714,0,7.437,12.8682207
ORDJ07068,2021-02-02,09:00:50,Breakfast,TP,"[('Coffee', 5), ('Eggs', 3)]",90.5,-37.8166221,144.9879502,0,9.605,12.1341218
ORDA09192,2021-08-28,15:56:37,Lunch,BK,"[('Steak', 1), ('Fries', 1), ('Chicken', 3), ('Burger', 3)]",246.0,-37.802133,145.0041449,0,5.351,13.8176498
ORDJ02103,2021-12-20,19:39:43,Dinner,TP,"[('Shrimp', 8), ('Fish&Chips', 3), ('Salmon', 6)]",783.0,-37.8152578,144.9634694,0,7.906,12.1506024
ORDC00090,2021-10-28,17:58:18,Dinner,NS,"[('Shrimp', 7), ('Salmon', 5), ('Pasta', 1)]",610.5,-37.8021972,144.9630762,0,6.921,13.1332111
ORDA07042,2021-06-01,12:54:05,Lunch,BK,"[('Burger', 9), ('Fries', 5), ('Salad', 5)]",425.0,-37.8037439,144.9432845,0,9.294,15.1765727
ORDC07670,2021-10-07,17:17:44,Dinner,NS,"[('Fish&Chips', 2), ('Salmon', 4)]",234.0,-37.8096911,144.9555584,0,8.112,14.5635356
ORDK11092,2021-09-07,16:16:54,Dinner,BK,"[('Shrimp', 7), ('Fish&Chips', 5), ('Salmon', 7)]",840.0,-37.819355,144.9895766,0,5.881,12.8716567
ORDK00326,2021-03-08,10:11:49,Breakfast,BK,"[('Pancake', 9), ('Coffee', 5), ('Eggs', 2)]",269.75,-37.8002505,144.9700839,0,7.524,12.8169139
ORDZ10332,2021-08-14,15:26:11,Lunch,NS,"[('Burger', 3), ('Salad', 1)]",110.2,-37.8171564,144.9526512,0,9.018,16.5805738
ORDI05379,2021-03-13,10:21:58,Breakfast,NS,"[('Pancake', 6), ('Coffee', 10)]",188.5,-37.8192255,144.9880473,0,9.202,16.4760576
ORDC07359,2021-11-22,18:49:00,Dinner,NS,"[('Pasta', 5), ('Salmon', 2)]",219.5,-37.8032038,144.9606775,0,7.224,13.014466
ORDJ05867,2021-09-22,16:47:19,Dinner,TP,"[('Pasta', 7), ('Fish&Chips', 7)]",437.5,-37.8140575,144.9901368,0,10.022,14.1680088
ORDB07649,2021-02-09,09:10:59,Breakfast,TP,"[('Cereal', 7), ('Coffee', 3), ('Pancake', 8)]",334.5,-37.8234562,144.9949336,0,9.869,12.7377425
ORDB06873,2021-04-07,11:12:40,Breakfast,TP,"[('Pancake', 5), ('Cereal', 10), ('Eggs', 8), ('Coffee', 6)]",512.25,-37.821547,144.9450864,0,9.154,11.5341494
ORDC06128,2021-10-13,17:27:53,Dinner,NS,"[('Salmon', 10), ('Pasta', 3), ('Shrimp', 6), ('Fish&Chips', 10)]",1166.5,-37.8091448,144.9489121,0,8.875,14.4518795
ORDX07807,2021-07-24,14:45:38,Lunch,BK,"[('Steak', 8), ('Chicken', 6), ('Fries', 6), ('Burger', 4)]",748.0,-37.820997,144.9551426,0,8.581,16.6833395
ORDB08209,2021-05-26,12:43:56,Lunch,TP,"[('Steak', 3), ('Fries', 1)]",147.0,-37.8127138,144.9827524,0,9.259,12.6581807
ORDX01071,2021-05-07,12:03:22,Lunch,BK,"[('Steak', 10), ('Burger', 7), ('Salad', 6)]",770.2,-37.820865,144.9548784,0,8.609,14.5601814
ORDY02295,2021-07-21,14:35:29,Lunch,TP,"[('Steak', 3), ('Fries', 8), ('Salad', 1), ('Burger', 10), ('Chicken', 3)]",654.2,-37.8174936,145.0040173,0,11.094,14.1854309
ORDK02675,2021-10-25,17:48:10,Dinner,BK,"[('Salmon', 8), ('Pasta', 5)]",465.5,-37.8102462,144.9613499,0,7.619,14.5960735
ORDC09275,2021-01-27,08:50:42,Breakfast,NS,"[('Eggs', 9), ('Pancake', 10), ('Coffee', 3)]",428.0,-37.8106812,145.0122031,0,10.817,15.7584197
ORDY08902,2021-08-27,15:56:37,Lunch,TP,"[('Salad', 1), ('Fries', 5), ('Steak', 5), ('Chicken', 3), ('Burger', 9)]",677.2,-37.8022607,145.0030866,0,11.974,14.6279331
ORDX03628,2021-02-15,09:21:07,Breakfast,BK,"[('Cereal', 5), ('Coffee', 9), ('Pancake', 5), ('Eggs', 10)]",470.75,-37.8232173,145.0111342,0,4.86,9.4395868
ORDK08620,2021-04-30,11:53:14,Breakfast,BK,"[('Eggs', 9), ('Pancake', 10), ('Coffee', 9)]",461.0,-37.8035714,144.9264273,0,10.867,15.348371
ORDA09734,2021-11-05,18:08:27,Dinner,BK,"[('Salmon', 2), ('Fish&Chips', 10), ('Shrimp', 2), ('Pasta', 7)]",732.5,-37.8190663,144.9517842,0,8.935,15.5940776
ORDA00481,2021-02-26,09:51:32,Breakfast,BK,"[('Eggs', 7), ('Coffee', 9)]",196.5,-37.8182545,144.9669671,0,7.541,12.1290739
ORDK00117,2021-08-13,15:26:11,Lunch,BK,"[('Steak', 6), ('Salad', 1), ('Fries', 2)]",311.2,-37.8222161,144.9312931,0,11.68,17.557812
ORDX00362,2021-05-31,12:54:05,Lunch,BK,"[('Salad', 1), ('Chicken', 1), ('Burger', 1)]",80.2,-37.8054495,144.940798,0,10.731,17.1164673
ORDK04166,2021-12-24,19:49:51,Dinner,BK,"[('Salmon', 5), ('Pasta', 5), ('Shrimp', 2), ('Fish&Chips', 3)]",555.5,-37.8140025,144.9603382,0,7.938,14.5465051
ORDI02509,2021-02-15,09:31:16,Breakfast,NS,"[('Eggs', 5), ('Pancake', 8), ('Cereal', 2)]",323.0,-37.8247719,145.0073524,0,11.293,16.544604
ORDK06368,2021-05-11,12:13:31,Lunch,BK,"[('Steak', 5), ('Fries', 5), ('Burger', 8)]",533.0,-37.8178838,144.9678476,0,7.412,13.1305002
ORDA00296,2021-11-17,18:38:52,Dinner,BK,"[('Fish&Chips', 2), ('Salmon', 3)]",193.0,-37.8123575,144.9512448,0,8.697,15.8405862
ORDY04622,2021-09-18,16:37:10,Dinner,TP,"[('Salmon', 3), ('Fish&Chips', 6), ('Shrimp', 2)]",441.0,-37.804492,144.9478087,0,9.846,15.6591467
ORDB02612,2021-09-29,16:57:27,Dinner,TP,"[('Pasta', 10), ('Fish&Chips', 4)]",415.0,-37.8045292,144.9576841,0,9.257,12.9712023
ORDZ09051,2021-05-11,12:13:31,Lunch,NS,"[('Chicken', 1), ('Salad', 4), ('Burger', 9)]",379.8,-37.8182158,144.9651513,0,8.509,13.8638712
ORDI06386,2021-01-17,08:30:25,Breakfast,NS,"[('Eggs', 9), ('Cereal', 5)]",289.0,-37.8019899,145.0010285,1,9.075,8.2173735
ORDY01970,2021-08-05,15:05:54,Lunch,TP,"[('Steak', 9), ('Burger', 4), ('Salad', 2), ('Chicken', 9), ('Fries', 6)]",923.4,-37.8116108,144.9647297,0,8.411,11.6508359
ORDC10935,2021-07-09,14:15:12,Lunch,NS,"[('Burger', 5), ('Chicken', 5), ('Steak', 3), ('Fries', 1), ('Salad', 10)]",634.0,-37.8218412,144.96271,0,9.121,15.2315543
ORDA06272,2021-10-15,17:27:53,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 10)]",620.0,-37.8251642,144.9569695,0,8.848,15.6183051
ORDZ00404,2021-09-11,16:27:02,Dinner,NS,"[('Shrimp', 2), ('Pasta', 8), ('Fish&Chips', 8), ('Salmon', 5)]",813.0,-37.8128878,144.9641366,0,7.841,15.929355
ORDX00930,2021-07-29,14:55:46,Lunch,BK,"[('Steak', 10), ('Burger', 4), ('Chicken', 9), ('Salad', 1)]",879.2,-37.8013014,144.9938723,0,5.573,11.7327033
ORDZ09623,2021-07-02,13:54:55,Lunch,NS,"[('Fries', 9), ('Burger', 4), ('Chicken', 4)]",360.0,-37.8234357,144.9702067,0,9.001,14.2751554
ORDX05881,2021-08-10,15:16:03,Lunch,BK,"[('Fries', 9), ('Steak', 1)]",153.0,-37.8027089,144.9656009,0,7.604,13.3999507
ORDJ00880,2021-09-18,16:37:10,Dinner,TP,"[('Salmon', 3), ('Pasta', 4), ('Shrimp', 9), ('Fish&Chips', 6)]",929.0,-37.8252348,144.9567953,0,8.097,13.9268649
ORDZ05237,2021-12-28,20:00:00,Dinner,NS,"[('Fish&Chips', 9), ('Shrimp', 1), ('Salmon', 10)]",779.0,-37.8232501,144.9597303,0,9.379,15.5802847
ORDB08077,2021-04-28,11:53:14,Breakfast,TP,"[('Cereal', 4), ('Pancake', 6), ('Coffee', 2)]",224.5,-37.8056902,144.9266288,0,11.433,13.7434837
ORDB06387,2021-08-21,15:36:20,Lunch,TP,"[('Steak', 3), ('Burger', 7), ('Chicken', 2), ('Fries', 5)]",476.0,-37.8070898,144.9599543,0,8.873,13.7628529
ORDZ06365,2021-09-06,16:16:54,Dinner,NS,"[('Salmon', 10), ('Pasta', 2), ('Fish&Chips', 7), ('Shrimp', 1)]",764.0,-37.8219233,144.9539658,0,9.588,15.7832138
ORDB03005,2021-07-05,14:05:04,Lunch,TP,"[('Fries', 7), ('Salad', 2), ('Steak', 2), ('Burger', 4)]",332.4,-37.8170901,144.945844,0,9.391,12.440194
ORDK00992,2021-08-01,14:55:46,Lunch,BK,"[('Steak', 1), ('Burger', 5), ('Fries', 7)]",284.0,-37.8207411,144.9622671,0,8.094,16.4648217
ORDZ00730,2021-07-06,14:05:04,Lunch,NS,"[('Burger', 4), ('Fries', 5), ('Chicken', 2), ('Steak', 7)]",563.0,-37.8140839,144.9445116,0,9.292,14.6511175
ORDK07179,2021-04-26,11:43:05,Breakfast,BK,"[('Eggs', 4), ('Coffee', 3), ('Cereal', 9)]",280.5,-37.8054787,144.931166,0,10.457,15.5234518
ORDY06428,2021-04-26,11:43:05,Breakfast,TP,"[('Coffee', 4), ('Eggs', 1)]",43.0,-37.8056758,144.9318674,0,11.019,13.7146465
ORDX08711,2021-09-06,16:16:54,Dinner,BK,"[('Shrimp', 4), ('Salmon', 10)]",626.0,-37.8226909,144.9518467,0,8.972,16.3179167
ORDY00524,2021-10-19,17:38:01,Dinner,TP,"[('Pasta', 2), ('Salmon', 7), ('Fish&Chips', 1), ('Shrimp', 5)]",647.0,-37.8123505,144.9695525,0,8.573,12.4715081
ORDX06309,2021-12-12,19:29:34,Dinner,BK,"[('Shrimp', 7), ('Fish&Chips', 9), ('Salmon', 5), ('Pasta', 4)]",1008.0,-37.8087252,144.9663227,0,7.148,16.1658697
ORDZ10916,2021-07-21,14:35:29,Lunch,NS,"[('Burger', 7), ('Steak', 4), ('Fries', 8), ('Chicken', 8)]",749.0,-37.8165198,145.0049966,0,10.39,16.0141433
ORDY05407,2021-04-30,11:53:14,Breakfast,TP,"[('Cereal', 6), ('Pancake', 10), ('Eggs', 5)]",447.5,-37.8090298,144.9369002,0,10.444,12.9377734
ORDA05251,2021-01-16,08:30:25,Breakfast,BK,"[('Pancake', 4), ('Eggs', 8), ('Coffee', 1), ('Cereal', 9)]",442.5,-37.8101076,144.9448123,1,9.29,8.5468608
ORDZ11086,2021-12-19,19:39:43,Dinner,NS,"[('Salmon', 8), ('Fish&Chips', 4)]",468.0,-37.81342,144.9657097,0,7.833,15.608916
ORDZ06662,2021-10-11,17:17:44,Dinner,NS,"[('Shrimp', 6), ('Pasta', 6)]",489.0,-37.8221675,144.9477922,0,9.942,16.0394389
ORDX00812,2021-06-20,13:34:38,Lunch,BK,"[('Burger', 2), ('Steak', 3), ('Fries', 8), ('Chicken', 8)]",549.0,-37.8054164,144.9615204,0,7.697,15.9665389
ORDB08958,2021-11-07,18:18:35,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 5), ('Shrimp', 4)]",556.0,-37.8188444,144.9531886,0,8.527,14.8809786
ORDI02935,2021-10-27,17:58:18,Dinner,NS,"[('Shrimp', 10), ('Pasta', 7), ('Salmon', 1), ('Fish&Chips', 6)]",983.5,-37.8235406,144.9572523,0,10.023,15.6837043
ORDY04460,2021-08-24,15:46:28,Lunch,TP,"[('Chicken', 10), ('Steak', 9), ('Fries', 2)]",749.0,-37.7989619,144.9842937,0,10.791,13.7562079
ORDI09107,2021-01-27,08:50:42,Breakfast,NS,"[('Eggs', 10), ('Cereal', 2), ('Pancake', 6)]",383.5,-37.8171956,145.0143755,0,11.744,16.7777363
ORDZ09095,2021-06-08,13:14:21,Lunch,NS,"[('Chicken', 3), ('Fries', 9)]",204.0,-37.8182528,144.9751372,0,8.253,13.4880512
ORDA08935,2021-03-01,09:51:32,Breakfast,BK,"[('Coffee', 2), ('Cereal', 10), ('Eggs', 9)]",400.0,-37.8220957,144.9496964,0,9.097,13.9996606
ORDZ01157,2021-02-03,09:00:50,Breakfast,NS,"[('Cereal', 5), ('Pancake', 5)]",211.25,-37.8202606,144.9696655,0,8.67,13.734363
ORDK10679,2021-08-07,15:16:03,Lunch,BK,"[('Burger', 6), ('Fries', 3), ('Salad', 5), ('Steak', 9), ('Chicken', 3)]",809.0,-37.82962,144.98793,0,7.131,14.8782788
ORDB03143,2021-06-14,13:24:30,Lunch,TP,"[('Burger', 8), ('Chicken', 10)]",568.0,-37.824062,144.9848639,0,8.862,12.2936208
ORDB05006,2021-04-27,11:43:05,Breakfast,TP,"[('Coffee', 1), ('Pancake', 8), ('Eggs', 7), ('Cereal', 9)]",510.5,-37.802179,144.9346166,0,11.002,13.5484238
ORDA05163,2021-10-23,17:48:10,Dinner,BK,"[('Salmon', 4), ('Shrimp', 3)]",326.0,-37.8185075,144.9909062,0,5.662,15.2056327
ORDK09038,2021-07-21,14:35:29,Lunch,BK,"[('Salad', 8), ('Chicken', 4), ('Fries', 5)]",325.6,-37.8180982,144.9951106,0,5.214,11.2695913
ORDB07613,2021-08-19,15:36:20,Lunch,TP,"[('Chicken', 10), ('Steak', 6), ('Fries', 4), ('Burger', 9)]",917.0,-37.8156586,144.9582475,0,8.176,11.4435062
ORDC08677,2021-09-05,16:06:45,Dinner,NS,"[('Pasta', 9), ('Shrimp', 7), ('Salmon', 3), ('Fish&Chips', 1)]",783.5,-37.8054701,144.9972895,0,8.838,16.5152983
ORDC00119,2021-03-24,10:42:15,Breakfast,NS,"[('Eggs', 3), ('Coffee', 1), ('Cereal', 7), ('Pancake', 4)]",297.5,-37.810314,144.9473818,0,8.914,13.9831289
ORDJ05440,2021-04-07,11:12:40,Breakfast,TP,"[('Coffee', 9), ('Eggs', 4), ('Pancake', 7), ('Cereal', 1)]",309.25,-37.8199098,144.9436993,0,9.404,12.032669
ORDC08790,2021-05-04,12:03:22,Lunch,NS,"[('Chicken', 4), ('Salad', 1)]",145.2,-37.8108724,144.9708767,0,7.358,13.0262501
ORDJ03300,2021-03-24,10:42:15,Breakfast,TP,"[('Cereal', 1), ('Eggs', 7)]",167.0,-37.8105115,144.9548546,0,8.906,11.4267276
ORDB08910,2021-12-16,19:39:43,Dinner,TP,"[('Shrimp', 10), ('Fish&Chips', 6), ('Pasta', 6)]",915.0,-37.812877,144.9740492,0,8.673,12.8188916
ORDK07710,2021-08-30,15:56:37,Lunch,BK,"[('Steak', 2), ('Burger', 7), ('Fries', 7), ('Chicken', 4)]",519.0,-37.8198915,144.9469715,0,9.46,15.5988482
ORDC06197,2021-06-07,13:14:21,Lunch,NS,"[('Chicken', 3), ('Steak', 5), ('Fries', 5), ('Burger', 6)]",567.0,-37.8065952,144.9583881,0,7.76,13.3174932
ORDC10708,2021-01-28,08:50:42,Breakfast,NS,"[('Eggs', 8), ('Pancake', 10), ('Coffee', 6), ('Cereal', 2)]",463.5,-37.8074708,145.0079001,0,10.224,15.1050474
ORDC07191,2021-03-04,10:01:41,Breakfast,NS,"[('Cereal', 8), ('Eggs', 6), ('Pancake', 2)]",330.5,-37.8033468,145.0056955,0,9.677,14.8147931
ORDA00012,2021-05-02,12:03:22,Lunch,BK,"[('Salad', 4), ('Burger', 9), ('Chicken', 8), ('Steak', 3), ('Fries', 3)]",774.8,-37.8253478,144.9585279,0,8.991,17.4121373
ORDA00207,2021-02-14,09:21:07,Breakfast,BK,"[('Cereal', 1), ('Pancake', 10), ('Coffee', 8)]",286.5,-37.7995769,144.9630379,0,8.146,15.5273433
ORDY00654,2021-03-09,10:11:49,Breakfast,TP,"[('Pancake', 9), ('Coffee', 10)]",255.25,-37.8059414,144.9980461,0,11.342,13.9392136
ORDX09591,2021-07-09,14:15:12,Lunch,BK,"[('Chicken', 5), ('Steak', 6), ('Burger', 7), ('Fries', 9), ('Salad', 5)]",841.0,-37.8139761,144.9364681,0,10.433,16.6640579
ORDI06782,2021-05-16,12:23:39,Lunch,NS,"[('Salad', 6), ('Chicken', 8), ('Steak', 1)]",404.2,-37.7989062,144.9726129,0,6.381,13.5086734
ORDA08061,2021-04-20,11:32:57,Breakfast,BK,"[('Coffee', 4), ('Pancake', 4)]",111.0,-37.8246718,144.9456712,0,9.704,14.2877182
ORDK08168,2021-02-16,09:31:16,Breakfast,BK,"[('Eggs', 4), ('Coffee', 9)]",133.5,-37.817907,144.9745568,0,7.177,11.4884786
ORDC02188,2021-07-22,14:35:29,Lunch,NS,"[('Chicken', 3), ('Steak', 7), ('Burger', 8)]",659.0,-37.8190269,145.0038187,0,10.463,15.784494
ORDZ04517,2021-01-22,08:40:33,Breakfast,NS,"[('Pancake', 4), ('Cereal', 9), ('Coffee', 6)]",302.0,-37.8134219,144.9533437,0,8.542,13.7104512
ORDC05804,2021-06-03,13:04:13,Lunch,NS,"[('Salad', 3), ('Burger', 9)]",330.6,-37.814246,144.9352781,0,10.125,16.0355578
ORDA06267,2021-08-16,15:26:11,Lunch,BK,"[('Steak', 10), ('Chicken', 9), ('Salad', 4), ('Fries', 9), ('Burger', 8)]",1162.8,-37.81684,144.9616412,0,7.992,13.6664588
ORDA07785,2021-05-04,12:03:22,Lunch,BK,"[('Chicken', 4), ('Fries', 9), ('Burger', 5)]",391.0,-37.81078,144.9711956,0,6.88,12.876557
ORDY08382,2021-08-15,15:26:11,Lunch,TP,"[('Fries', 7), ('Steak', 8)]",444.0,-37.8164534,144.9556614,0,8.375,13.205937
ORDC02451,2021-03-30,10:52:23,Breakfast,NS,"[('Pancake', 4), ('Eggs', 8), ('Coffee', 4), ('Cereal', 2)]",319.0,-37.8001618,144.9845044,0,7.562,12.8154431
ORDX06034,2021-12-10,19:19:26,Dinner,BK,"[('Salmon', 4), ('Pasta', 1), ('Fish&Chips', 2), ('Shrimp', 10)]",801.5,-37.8095148,144.9645449,0,7.331,14.5234492
ORDI06570,2021-02-06,09:10:59,Breakfast,NS,"[('Coffee', 4), ('Cereal', 9)]",202.0,-37.8177482,144.9690545,0,8.678,15.4946309
ORDB10617,2021-08-15,15:26:11,Lunch,TP,"[('Salad', 1), ('Fries', 4), ('Burger', 10), ('Steak', 6), ('Chicken', 9)]",933.2,-37.8208542,144.9549213,0,8.2,13.4404376
ORDJ00101,2021-07-02,14:05:04,Lunch,TP,"[('Steak', 4), ('Chicken', 10), ('Fries', 2), ('Salad', 4)]",592.8,-37.8184412,144.9688053,0,7.919,11.4585652
ORDC00594,2021-07-26,14:45:38,Lunch,NS,"[('Chicken', 10), ('Salad', 5)]",406.0,-37.8131562,144.9515234,0,8.569,14.1463962
ORDB09705,2021-12-04,19:09:17,Dinner,TP,"[('Fish&Chips', 2), ('Pasta', 2)]",125.0,-37.817536,144.9591132,0,7.952,13.2076718
ORDB08245,2021-07-31,14:55:46,Lunch,TP,"[('Steak', 7), ('Chicken', 5)]",475.0,-37.8061379,144.9399532,0,10.362,15.7005971
ORDZ06101,2021-06-06,13:04:13,Lunch,NS,"[('Salad', 5), ('Chicken', 9), ('Steak', 2), ('Fries', 2)]",488.0,-37.8061417,144.9561241,0,7.96,15.4150381
ORDK02495,2021-06-19,13:34:38,Lunch,BK,"[('Fries', 3), ('Salad', 6)]",139.2,-37.8064517,144.9595625,0,7.74,16.0572123
ORDX00260,2021-11-24,18:49:00,Dinner,BK,"[('Fish&Chips', 9), ('Salmon', 5), ('Shrimp', 4)]",736.0,-37.8210351,144.976788,0,7.246,14.0879852
ORDC07634,2021-02-04,09:00:50,Breakfast,NS,"[('Pancake', 1), ('Cereal', 2)]",62.25,-37.8110937,144.9661285,0,7.504,13.008033
ORDX07863,2021-05-10,12:13:31,Lunch,BK,"[('Salad', 10), ('Steak', 5), ('Burger', 4)]",521.0,-37.8225695,144.9527452,0,8.968,15.333678
ORDI03448,2021-10-23,17:48:10,Dinner,NS,"[('Salmon', 7), ('Shrimp', 2)]",395.0,-37.8184877,144.99459,0,9.686,17.9326052
ORDA06493,2021-12-24,19:49:51,Dinner,BK,"[('Shrimp', 8), ('Pasta', 6)]",597.0,-37.8139299,144.9603733,0,7.925,15.1314206
ORDB02353,2021-10-25,17:48:10,Dinner,TP,"[('Shrimp', 7), ('Fish&Chips', 3)]",483.0,-37.8007705,144.9574101,0,9.624,13.181396
ORDA04284,2021-10-22,17:48:10,Dinner,BK,"[('Pasta', 3), ('Fish&Chips', 8), ('Shrimp', 5), ('Salmon', 9)]",1001.5,-37.8017706,144.9798675,0,6.691,13.187044
ORDB06820,2021-06-11,13:14:21,Lunch,TP,"[('Chicken', 2), ('Burger', 3), ('Salad', 7), ('Steak', 2)]",367.4,-37.8260405,144.983526,0,8.834,12.411337
ORDC00227,2021-01-31,08:50:42,Breakfast,NS,"[('Pancake', 4), ('Eggs', 5)]",194.0,-37.8016271,144.9869375,0,7.714,14.5503976
ORDJ04431,2021-05-10,12:13:31,Lunch,TP,"[('Chicken', 4), ('Fries', 9), ('Burger', 8), ('Steak', 10), ('Salad', 5)]",1020.0,-37.821418,144.9614566,0,7.441,11.0288666
ORDA08912,2021-04-25,11:43:05,Breakfast,BK,"[('Eggs', 2), ('Cereal', 6), ('Coffee', 8), ('Pancake', 2)]",250.5,-37.8028191,144.9363952,0,10.324,17.9133486
ORDC00041,2021-05-16,12:23:39,Lunch,NS,"[('Burger', 2), ('Steak', 1), ('Chicken', 1), ('Fries', 5)]",199.0,-37.8142345,144.9637244,0,8.055,15.4049694
ORDC05247,2021-01-31,09:00:50,Breakfast,NS,"[('Pancake', 3), ('Cereal', 9), ('Coffee', 10), ('Eggs', 9)]",490.75,-37.8026752,144.9824231,0,7.274,13.4006862
ORDB07621,2021-12-29,20:00:00,Dinner,TP,"[('Pasta', 2), ('Salmon', 10), ('Fish&Chips', 3), ('Shrimp', 3)]",732.0,-37.808829,144.983375,0,9.727,14.2025501
ORDA06471,2021-07-08,14:15:12,Lunch,BK,"[('Salad', 3), ('Chicken', 8), ('Burger', 6)]",493.6,-37.8139185,144.9396369,0,9.735,15.5221006
ORDI04969,2021-05-06,12:03:22,Lunch,NS,"[('Salad', 5), ('Fries', 2)]",110.0,-37.8199582,144.9587172,0,9.074,14.9618387
ORDI04849,2021-10-10,17:17:44,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 7), ('Shrimp', 4)]",783.0,-37.813309,144.9514018,0,8.594,16.3209775
ORDZ02381,2021-12-30,20:00:00,Dinner,NS,"[('Shrimp', 3), ('Fish&Chips', 6), ('Pasta', 9)]",619.5,-37.8186363,144.9827666,0,8.84,15.2765748
ORDK04200,2021-06-25,13:44:47,Lunch,BK,"[('Burger', 3), ('Chicken', 9), ('Steak', 3)]",516.0,-37.8054045,144.9520045,0,8.422,13.9432739
ORDB04365,2021-05-16,12:23:39,Lunch,TP,"[('Salad', 3), ('Chicken', 6), ('Fries', 4), ('Steak', 2), ('Burger', 8)]",629.6,-37.8063632,144.9582742,0,9.078,14.4294097
ORDY10671,2021-04-07,11:12:40,Breakfast,TP,"[('Cereal', 7), ('Coffee', 2), ('Pancake', 9), ('Eggs', 1)]",372.25,-37.8183805,144.9473583,0,9.169,11.9800477
ORDX10193,2021-01-21,08:30:25,Breakfast,BK,"[('Pancake', 6), ('Cereal', 7), ('Coffee', 7)]",312.0,-37.8162356,144.9600442,0,8.099,12.9950821
ORDI01497,2021-11-20,18:38:52,Dinner,NS,"[('Pasta', 3), ('Fish&Chips', 7), ('Shrimp', 5)]",597.5,-37.8250843,144.9497463,0,10.27,18.0549243
ORDX01196,2021-12-16,19:29:34,Dinner,BK,"[('Shrimp', 1), ('Salmon', 6)]",300.0,-37.8080646,144.9717155,0,6.657,13.6157473
ORDI07417,2021-11-29,18:59:09,Dinner,NS,"[('Pasta', 4), ('Shrimp', 5), ('Fish&Chips', 8)]",660.0,-37.8064804,144.9452581,0,9.169,15.3580695
ORDI08562,2021-06-16,13:24:30,Lunch,NS,"[('Chicken', 10), ('Salad', 3)]",371.6,-37.8079991,144.9732055,0,7.099,12.4189289
ORDJ03972,2021-05-05,12:03:22,Lunch,TP,"[('Salad', 1), ('Fries', 3), ('Steak', 9), ('Chicken', 2), ('Burger', 8)]",770.2,-37.8094704,144.9727182,0,9.09,12.5136254
ORDJ09330,2021-10-17,17:38:01,Dinner,TP,"[('Fish&Chips', 6), ('Shrimp', 7), ('Salmon', 4)]",752.0,-37.8101255,144.9960895,0,10.692,16.6235896
ORDB08659,2021-02-09,09:10:59,Breakfast,TP,"[('Eggs', 4), ('Coffee', 10), ('Cereal', 2)]",179.0,-37.8183898,144.9899176,0,9.779,12.1569323
ORDC05882,2021-12-19,19:39:43,Dinner,NS,"[('Pasta', 7), ('Shrimp', 7)]",570.5,-37.8134587,144.9655656,0,7.843,15.9837022
ORDX07132,2021-05-03,12:03:22,Lunch,BK,"[('Salad', 2), ('Fries', 8), ('Chicken', 9), ('Burger', 9), ('Steak', 8)]",1057.4,-37.812148,144.9738573,0,6.773,12.2551459
